Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1961","1961","1000 No","8965000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1962","1962","1000 No","9172000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1963","1963","1000 No","9189000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1964","1964","1000 No","9982000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1965","1965","1000 No","10034000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1966","1966","1000 No","10120000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1967","1967","1000 No","10568000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1968","1968","1000 No","10551000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1969","1969","1000 No","10827000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1970","1970","1000 No","11344000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1971","1971","1000 No","11155000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1972","1972","1000 No","11603000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1973","1973","1000 No","12413000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1974","1974","1000 No","12672000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1975","1975","1000 No","13120000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1976","1976","1000 No","12890000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1977","1977","1000 No","13080000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1978","1978","1000 No","13670000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1979","1979","1000 No","13840000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1980","1980","1000 No","14460000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1981","1981","1000 No","15170000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1982","1982","1000 No","15890000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1983","1983","1000 No","15040000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1984","1984","1000 No","14920000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1985","1985","1000 No","14910000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1986","1986","1000 No","15365000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1987","1987","1000 No","14540000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1988","1988","1000 No","15479000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1989","1989","1000 No","14980000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1990","1990","1000 No","14770000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1991","1991","1000 No","14699486","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1992","1992","1000 No","14658421","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1993","1993","1000 No","14223674","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1994","1994","1000 No","14093924","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1995","1995","1000 No","14351580","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1996","1996","1000 No","13877462","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1997","1997","1000 No","13062051","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1998","1998","1000 No","13098600","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","1999","1999","1000 No","13354713","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2000","2000","1000 No","13171800","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2001","2001","1000 No","13520422","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2002","2002","1000 No","14087635","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2003","2003","1000 No","14154019","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2004","2004","1000 No","15773382","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2005","2005","1000 No","15934661","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2006","2006","1000 No","15138300","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2007","2007","1000 No","14640000","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2008","2008","1000 No","13354713","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2009","2009","1000 No","14600912","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2010","2010","1000 No","15093962","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2011","2011","1000 No","14087635","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2012","2012","1000 No","14155132","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2013","2013","1000 No","15765882","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2014","2014","1000 No","15934661","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2015","2015","1000 No","16318803","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2016","2016","1000 No","16028838","","Official data"
"QL","Livestock Primary","68","France","5513","Production","1067","Eggs, hen, in shell (number)","2017","2017","1000 No","15916667","F","FAO estimate"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1961","1961","0.1g/An","13892","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1962","1962","0.1g/An","13921","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1963","1963","0.1g/An","13915","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1964","1964","0.1g/An","13901","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1965","1965","0.1g/An","13910","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1966","1966","0.1g/An","13911","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1967","1967","0.1g/An","13888","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1968","1968","0.1g/An","13911","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1969","1969","0.1g/An","13922","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1970","1970","0.1g/An","13922","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1971","1971","0.1g/An","13922","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1972","1972","0.1g/An","13922","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1973","1973","0.1g/An","14392","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1974","1974","0.1g/An","14278","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1975","1975","0.1g/An","13955","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1976","1976","0.1g/An","13802","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1977","1977","0.1g/An","13833","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1978","1978","0.1g/An","13812","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1979","1979","0.1g/An","14107","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1980","1980","0.1g/An","13967","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1981","1981","0.1g/An","13007","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1982","1982","0.1g/An","12820","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1983","1983","0.1g/An","12760","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1984","1984","0.1g/An","12698","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1985","1985","0.1g/An","12805","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1986","1986","0.1g/An","12790","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1987","1987","0.1g/An","12471","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1988","1988","0.1g/An","12392","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1989","1989","0.1g/An","12587","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1990","1990","0.1g/An","12900","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1991","1991","0.1g/An","24875","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1992","1992","0.1g/An","24390","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1993","1993","0.1g/An","25748","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1994","1994","0.1g/An","27157","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1995","1995","0.1g/An","28082","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1996","1996","0.1g/An","29502","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1997","1997","0.1g/An","29895","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1998","1998","0.1g/An","29265","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","1999","1999","0.1g/An","26462","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2000","2000","0.1g/An","12858","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2001","2001","0.1g/An","12699","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2002","2002","0.1g/An","13014","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2003","2003","0.1g/An","12838","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2004","2004","0.1g/An","13026","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2005","2005","0.1g/An","12924","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2006","2006","0.1g/An","13056","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2007","2007","0.1g/An","13263","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2008","2008","0.1g/An","13186","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2009","2009","0.1g/An","13111","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2010","2010","0.1g/An","13136","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2011","2011","0.1g/An","13046","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2012","2012","0.1g/An","13133","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2013","2013","0.1g/An","13241","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2014","2014","0.1g/An","13517","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2015","2015","0.1g/An","12912","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2016","2016","0.1g/An","13562","Fc","Calculated data"
"QL","Livestock Primary","68","France","5424","Yield/Carcass Weight","1058","Meat, chicken","2017","2017","0.1g/An","13341","Fc","Calculated data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1961","1961","tonnes","439000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1962","1962","tonnes","458000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1963","1963","tonnes","494000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1964","1964","tonnes","531000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1965","1965","tonnes","555000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1966","1966","tonnes","389500","*","Unofficial figure"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1967","1967","tonnes","401350","*","Unofficial figure"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1968","1968","tonnes","404800","*","Unofficial figure"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1969","1969","tonnes","494572","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1970","1970","tonnes","523357","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1971","1971","tonnes","535678","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1972","1972","tonnes","588174","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1973","1973","tonnes","618344","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1974","1974","tonnes","636685","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1975","1975","tonnes","650972","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1976","1976","tonnes","675190","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1977","1977","tonnes","697760","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1978","1978","tonnes","739000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1979","1979","tonnes","790000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1980","1980","tonnes","852000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1981","1981","tonnes","956000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1982","1982","tonnes","1032000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1983","1983","tonnes","971000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1984","1984","tonnes","925000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1985","1985","tonnes","938000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1986","1986","tonnes","947000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1987","1987","tonnes","994000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1988","1988","tonnes","1012500","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1989","1989","tonnes","1057000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1990","1990","tonnes","1049000","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1991","1991","tonnes","1958787","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1992","1992","tonnes","1926652","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1993","1993","tonnes","2123996","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1994","1994","tonnes","2303518","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1995","1995","tonnes","2392461","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1996","1996","tonnes","2655471","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1997","1997","tonnes","2752792","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1998","1998","tonnes","2717649","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","1999","1999","tonnes","2374294","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2000","2000","tonnes","1142755","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2001","2001","tonnes","1164714","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2002","2002","tonnes","1088581","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2003","2003","tonnes","1051540","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2004","2004","tonnes","1017662","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2005","2005","tonnes","1054394","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2006","2006","tonnes","928877","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2007","2007","tonnes","1027391","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2008","2008","tonnes","1049150","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2009","2009","tonnes","1035308","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2010","2010","tonnes","1064308","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2011","2011","tonnes","1086838","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2012","2012","tonnes","1094076","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2013","2013","tonnes","1119868","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2014","2014","tonnes","1141610","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2015","2015","tonnes","1160040","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2016","2016","tonnes","1134626","","Official data"
"QL","Livestock Primary","68","France","5510","Production","1058","Meat, chicken","2017","2017","tonnes","1102774","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1961","1961","hg/An","926","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1962","1962","hg/An","901","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1963","1963","hg/An","915","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1964","1964","hg/An","961","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1965","1965","hg/An","916","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1966","1966","hg/An","893","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1967","1967","hg/An","883","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1968","1968","hg/An","882","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1969","1969","hg/An","877","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1970","1970","hg/An","876","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1971","1971","hg/An","870","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1972","1972","hg/An","876","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1973","1973","hg/An","880","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1974","1974","hg/An","884","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1975","1975","hg/An","876","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1976","1976","hg/An","883","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1977","1977","hg/An","875","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1978","1978","hg/An","880","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1979","1979","hg/An","878","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1980","1980","hg/An","881","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1981","1981","hg/An","859","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1982","1982","hg/An","860","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1983","1983","hg/An","859","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1984","1984","hg/An","855","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1985","1985","hg/An","851","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1986","1986","hg/An","849","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1987","1987","hg/An","848","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1988","1988","hg/An","864","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1989","1989","hg/An","873","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1990","1990","hg/An","811","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1991","1991","hg/An","820","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1992","1992","hg/An","847","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1993","1993","hg/An","844","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1994","1994","hg/An","854","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1995","1995","hg/An","862","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1996","1996","hg/An","850","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1997","1997","hg/An","862","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1998","1998","hg/An","871","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","1999","1999","hg/An","864","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2000","2000","hg/An","859","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2001","2001","hg/An","875","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2002","2002","hg/An","882","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2003","2003","hg/An","881","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2004","2004","hg/An","905","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2005","2005","hg/An","905","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2006","2006","hg/An","806","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2007","2007","hg/An","804","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2008","2008","hg/An","883","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2009","2009","hg/An","887","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2010","2010","hg/An","889","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2011","2011","hg/An","887","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2012","2012","hg/An","886","Fc","Calculated data"
"QL","Livestock Primary","68","France","5417","Yield/Carcass Weight","1035","Meat, pig","2013","2013","hg/An","874","Fc","Calculated data"
